carrier,serving_cellset,count
310410,66686-165/174270-946/1025-165/67086-165/675-165,5
310410,66686-343/675-343/5330-343/67086-343,2
310410,1150-343,3
310410,66686-343/174270-946/1025-343/67086-343/675-343,1
310410,66686-453/675-453/67086-453,15
310410,1150-453,29
310410,66686-453/174270-100/675-453/67086-453,14
310410,66686-227/675-227/67086-227,6
310410,1150-227,12
310410,66686-227/174270-100/675-227/67086-227,1
310410,1150-227/174270-100/675-227/67086-227,1
310410,1150-227/174270-633/675-227/67086-227,4
310410,66686-233/52941-233,9
310410,1150-233,32
310410,66686-227/174270-910/675-227/67086-227,1
310410,1150-154/174270-910/675-154/67086-154,6
310410,66686-154/174270-161/675-154/67086-154,1
310410,66686-8/174270-946/52941-8/52740-8/53139-8,1
310410,1150-8/174270-946/52941-8/52740-8/53139-8,1
310410,66686-441/174270-873/53139-441/52941-441/52740-441,2
310410,1150-441/174270-873/53139-441/52941-441/52740-441,1
310410,66686-441/174270-946/53139-441/52941-441/52740-441,1
310410,1150-441/174270-946/53139-441/52941-441/52740-441,1
310410,675-441/52740-441/52941-441/53139-441,9
310410,675-441/174270-985/66686-441,1
310410,675-327/66686-171/67086-327,12
310410,675-327/174270-985/67086-327/66686-171/1025-327,6
310410,675-292/52740-311/52941-310/53139-309,24
310410,675-293/52740-0/52941-1/53139-2,43
310410,675-293/2256663-193/66686-293/2258329-193/2259995-193/2261661-193,1
310410,5110-336/675-336/66686-336/67086-336,23
310410,9840-336/675-336/66686-336/67086-336,7
310410,9840-336/174270-873/1025-336/675-336,6
310410,9840-336/174270-499/1025-336/675-336,9
310410,9840-336/174270-902/675-336,1
310410,9840-336/174270-177/66686-336/67086-336,1
310410,675-185,1
310410,675-185/174270-499/5110-185/66686-185/1025-185,1
310410,675-185/174270-177/1025-185/9840-185,1
310410,675-219/5330-219/66686-219/67086-219,1
310410,675-1/1025-1/5330-1/66686-1,1
310410,675-1/174270-499/1025-1/9820-1,1
310410,675-336/5330-336/9840-336,2
310410,675-336/174270-499/66686-336/67086-336/1025-336,1
310410,66686-336/174270-512/1025-336/67086-336/675-336,1
310410,1150-336/174270-512/1025-336/67086-336/675-336,1
310410,66686-181/53140-180/53341-180/53539-180,1
310410,1150-181,1
310410,66686-1/5330-1/675-1,1
310410,1150-1,3
310410,66686-1/174270-336/675-1/67086-1/1025-1,1
310410,66686-1/174270-124/675-1/67086-1/1025-1,1
310410,66686-447/675-447/1025-447/5330-447,2
310410,1150-447,3
310410,66686-447/174270-124/1025-447/675-447,1
310410,66686-370/675-370/1025-370/5330-370,1
310410,1150-370,1
310410,1025-370/675-370/5330-370/66686-370,1
310410,675-370/1025-370/5330-370/66686-370,2
310410,675-370/174270-124/1025-370/66686-370,1
310410,675-370/174270-769/1025-370/66686-370,2
310410,675-370/174270-902/1025-370/66686-370,2
310410,5110-370/675-370/1025-370/66686-370,1
310410,66686-159/53140-159/53341-159/53539-159,2
310410,1150-159,7
310410,66686-159/174270-902/53140-159/53341-159/53539-159,2
310410,1150-159/174270-902/53140-159/53341-159/53539-159,2
310410,66686-159/174270-619/53140-159/53341-159/53539-159,1
310410,1150-159/174270-619/53140-159/53341-159/53539-159,1
310410,66686-159/174270-769/53140-159/53341-159/53539-159,2
310410,66686-104/5330-104/9840-104/67086-104,14
310410,66686-104/174270-769/1025-104/675-104/67086-104,2
310410,1025-201/675-201/5330-201/67086-201,7
310410,675-201/5110-201,17
310410,675-201/2256663-94/5110-201/2258329-94/2259995-94/2261661-94,13
310410,675-201/5330-201/1025-201,4
310410,675-201/2256663-94/5330-201/1025-201/67086-201,1
310410,675-201/174270-933/9840-201/1025-201,24
310410,675-201/174270-893/1025-201/9840-201,15
310410,67086-201/675-201/5330-201/66686-201,83
310410,1550-201,236
310410,67086-201/2256663-203/5110-201/2258329-203/2259995-203/2261661-203,4
310410,1550-201/2256663-203/5110-201,3
310410,67086-201/174270-939/1025-201/66686-201/675-201,7
310410,1550-201/174270-939/66686-201,1
310410,67086-201/174270-151/9840-201/66686-201,3
310410,67086-456/675-456/5330-456/66686-456,20
310410,1550-456,40
310410,67086-451/675-451/5330-451/66686-451,33
310410,1550-451,64
310410,67086-451/174270-380/1025-451/66686-451/675-451,1
310410,1550-451/174270-380/1025-451/66686-451/675-451,1
310410,9840-201/5330-201/675-201,1
310410,9840-451/5330-451/675-451,1
310410,67086-451/174270-939/1025-451/66686-451/675-451,10
310410,67086-201/174270-464/1025-201/66686-201,1
310410,67086-299/675-299/5330-299/66686-299,7
310410,1550-299,19
